tabela,coluna,natureza,fonte,entidade,campo_original,campo_normalizado,campo_atomico,origem_arquivo,tipo_original,rotulo_original,descricao_original,derivada_de,nota,modulo,tipo_publicado
compras-por-modalidade-e-ano,as_of,derivada,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,ckan:contratacao:ModalidadeNome,carimbo de última atualização que a própria CLDF publica no package_show para o recurso do grupo (PNCP ou ComprasNet) do dataset `contratacoes`,contratacao.py,texto (inferido pelo painel)
concurso-2018-aprovados-por-cargo-e-categoria,cargo,derivada,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,ckan:concursos:Cargo,grafia de Cargo corrigida quando a fonte grava o erro de digitação 'Consulktor' (corrigido para 'Consultor'); ver cargo_na_fonte para o valor verbatim,concursos.py,texto (inferido pelo painel)
concurso-2018-aprovados-por-cargo-e-categoria,cargo_na_fonte,atomica,ckan,concursos,Cargo,cargo,ckan:concursos:Cargo,concursos/Lista de Aprovados - Concurso 2018 (1b55e804-d185-45e8-b533-da5405df8d89); concursos/Lista de Nomeados - Concurso 2018 (302e9632-379c-40d9-9d93-b398d92cfbb9),text,n/d,n/d,n/d,n/d,concursos.py,texto (inferido pelo painel)
concurso-2018-aprovados-por-cargo-e-categoria,categoria,atomica,ckan,concursos,Categoria,categoria,ckan:concursos:Categoria,concursos/Lista de Aprovados - Concurso 2018 (1b55e804-d185-45e8-b533-da5405df8d89); concursos/Lista de Nomeados - Concurso 2018 (302e9632-379c-40d9-9d93-b398d92cfbb9),text,n/d,n/d,n/d,n/d,concursos.py,texto (inferido pelo painel)
concurso-2018-aprovados-por-cargo-e-categoria,aprovados,derivada,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,ckan:concursos:Cargo; ckan:concursos:Categoria,"contagem de linhas da lista de aprovados agrupadas por (cargo, cargo_na_fonte, categoria)",concursos.py,contagem (inferido pelo painel)
concurso-2018-aprovados-por-cargo-e-categoria,melhor_classificacao,derivada,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,ckan:concursos:Classificação Final,"menor Classificação Final entre os aprovados do grupo (cargo, categoria)",concursos.py,contagem (inferido pelo painel)
concurso-2018-aprovados-por-cargo-e-categoria,pior_classificacao,derivada,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,ckan:concursos:Classificação Final,"maior Classificação Final entre os aprovados do grupo (cargo, categoria)",concursos.py,contagem (inferido pelo painel)
concurso-2018-aprovados-por-cargo-e-categoria,nomeados_na_mesma_categoria,derivada,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,ckan:concursos:Cargo; ckan:concursos:Categoria,"recontagem direta da lista de nomeados pelo mesmo par (cargo, categoria) — nunca uma correspondência por nome",concursos.py,contagem (inferido pelo painel)
concurso-2018-aprovados-por-cargo-e-categoria,as_of,derivada,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,ckan:concursos:Cargo,"carimbo de última atualização (last_modified/created, o mais recente) que a própria CLDF publica no package_show para os dois recursos deste pacote — não capturado como campo atômico por este mapa; referenciado pelo campo Cargo, que os dois recursos carregam",concursos.py,texto (inferido pelo painel)
concurso-2018-funil,cargo,derivada,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,ckan:concursos:Cargo,"cargo do grupo, vindo de qualquer uma das duas espinhas — a de aprovados carrega a grafia corrigida ('Consulktor' -> 'Consultor'), a de nomeados a grafia verbatim",concursos.py,texto (inferido pelo painel)
concurso-2018-funil,categoria,atomica,ckan,concursos,Categoria,categoria,ckan:concursos:Categoria,concursos/Lista de Aprovados - Concurso 2018 (1b55e804-d185-45e8-b533-da5405df8d89); concursos/Lista de Nomeados - Concurso 2018 (302e9632-379c-40d9-9d93-b398d92cfbb9),text,n/d,n/d,n/d,n/d,concursos.py,texto (inferido pelo painel)
concurso-2018-funil,aprovados,derivada,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,ckan:concursos:Cargo; ckan:concursos:Categoria,"recontagem direta da lista de aprovados por (cargo, categoria)",concursos.py,contagem (inferido pelo painel)
concurso-2018-funil,nomeados,derivada,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,ckan:concursos:Cargo; ckan:concursos:Categoria,"recontagem direta da lista de nomeados por (cargo, categoria)",concursos.py,contagem (inferido pelo painel)
concurso-2018-funil,tornadas_sem_efeito,derivada,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,ckan:concursos:Nomeação Tornada sem Efeito,contagem de nomeados do grupo cujo campo Nomeação Tornada sem Efeito não é vazio,concursos.py,contagem (inferido pelo painel)
concurso-2018-funil,com_posse,derivada,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,ckan:concursos:Posse,"contagem de nomeados do grupo cuja data de posse, extraída do campo Posse, não é vazia",concursos.py,contagem (inferido pelo painel)
concurso-2018-funil,sem_posse,derivada,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,ckan:concursos:Posse,contagem de nomeados do grupo sem data de posse extraída do campo Posse,concursos.py,contagem (inferido pelo painel)
concurso-2018-funil,exonerados,derivada,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,ckan:concursos:Exoneração,"contagem de nomeados do grupo cuja data de exoneração, extraída do campo Exoneração, não é vazia",concursos.py,contagem (inferido pelo painel)
concurso-2018-funil,as_of,derivada,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,ckan:concursos:Cargo,"carimbo de última atualização (last_modified/created, o mais recente) que a própria CLDF publica no package_show para os dois recursos deste pacote — não capturado como campo atômico por este mapa; referenciado pelo campo Cargo, que os dois recursos carregam",concursos.py,texto (inferido pelo painel)
concurso-2018-nomeados,nome,atomica,ckan,concursos,Nome,nome,ckan:concursos:Nome,concursos/Lista de Aprovados - Concurso 2018 (1b55e804-d185-45e8-b533-da5405df8d89); concursos/Lista de Nomeados - Concurso 2018 (302e9632-379c-40d9-9d93-b398d92cfbb9),text,n/d,n/d,n/d,n/d,concursos.py,texto (inferido pelo painel)
concurso-2018-nomeados,cargo,atomica,ckan,concursos,Cargo,cargo,ckan:concursos:Cargo,concursos/Lista de Aprovados - Concurso 2018 (1b55e804-d185-45e8-b533-da5405df8d89); concursos/Lista de Nomeados - Concurso 2018 (302e9632-379c-40d9-9d93-b398d92cfbb9),text,n/d,n/d,n/d,n/d,concursos.py,texto (inferido pelo painel)
concurso-2018-nomeados,categoria,atomica,ckan,concursos,Categoria,categoria,ckan:concursos:Categoria,concursos/Lista de Aprovados - Concurso 2018 (1b55e804-d185-45e8-b533-da5405df8d89); concursos/Lista de Nomeados - Concurso 2018 (302e9632-379c-40d9-9d93-b398d92cfbb9),text,n/d,n/d,n/d,n/d,concursos.py,texto (inferido pelo painel)
concurso-2018-nomeados,ato_de_nomeacao,atomica,ckan,concursos,Ato de Nomeação,ato_de_nomeacao,ckan:concursos:Ato de Nomeação,concursos/Lista de Nomeados - Concurso 2018 (302e9632-379c-40d9-9d93-b398d92cfbb9),text,n/d,n/d,n/d,n/d,concursos.py,texto (inferido pelo painel)
concurso-2018-nomeados,data_nomeacao,derivada,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,ckan:concursos:Nomeação,data ISO extraída do texto em prosa portuguesa do campo Nomeação,concursos.py,data (inferido pelo painel)
concurso-2018-nomeados,data_nomeacao_na_fonte,atomica,ckan,concursos,Nomeação,nomeacao,ckan:concursos:Nomeação,concursos/Lista de Nomeados - Concurso 2018 (302e9632-379c-40d9-9d93-b398d92cfbb9),text,n/d,n/d,n/d,n/d,concursos.py,data (inferido pelo painel)
concurso-2018-nomeados,nomeacao_tornada_sem_efeito,atomica,ckan,concursos,Nomeação Tornada sem Efeito,nomeacao_tornada_sem_efeito,ckan:concursos:Nomeação Tornada sem Efeito,concursos/Lista de Nomeados - Concurso 2018 (302e9632-379c-40d9-9d93-b398d92cfbb9),text,n/d,n/d,n/d,n/d,concursos.py,texto (inferido pelo painel)
concurso-2018-nomeados,data_posse,derivada,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,ckan:concursos:Posse,data ISO extraída do texto em prosa portuguesa do campo Posse,concursos.py,data (inferido pelo painel)
concurso-2018-nomeados,data_exercicio,derivada,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,ckan:concursos:Exercício,data ISO extraída do texto em prosa portuguesa do campo Exercício,concursos.py,data (inferido pelo painel)
concurso-2018-nomeados,data_exoneracao,derivada,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,ckan:concursos:Exoneração,"data ISO extraída do campo Exoneração, descartando a referência ao Ato que acompanha a data no mesmo texto",concursos.py,data (inferido pelo painel)
concurso-2018-nomeados,as_of,derivada,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,ckan:concursos:Cargo,"carimbo de última atualização (last_modified/created, o mais recente) que a própria CLDF publica no package_show para os dois recursos deste pacote — não capturado como campo atômico por este mapa; referenciado pelo campo Cargo, que os dois recursos carregam",concursos.py,texto (inferido pelo painel)
conferencia-classificacao-x-total,ano,derivada,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,despesa-por-classificacao-orcamentaria.ano; despesa-por-estagio-e-mes.ano,chave de junção entre as duas leituras (classificação somada e total publicado),orcamento.py,contagem (inferido pelo painel)
conferencia-classificacao-x-total,mes,derivada,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,despesa-por-classificacao-orcamentaria.mes; despesa-por-estagio-e-mes.mes,chave de junção entre as duas leituras,orcamento.py,texto (inferido pelo painel)
conferencia-classificacao-x-total,mes_numero,derivada,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,despesa-por-classificacao-orcamentaria.mes_numero; despesa-por-estagio-e-mes.mes_numero,"chave de junção entre as duas leituras, pelo número do mês",orcamento.py,contagem (inferido pelo painel)
conferencia-classificacao-x-total,empenhado_total_publicado,derivada,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,despesa-por-estagio-e-mes.empenhado,leitura do total que a Casa publica em despesa-por-estagio-e-mes (OS-062),orcamento.py,dinheiro (inferido pelo painel)
conferencia-classificacao-x-total,empenhado_classificacao_somada,derivada,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,despesa-por-classificacao-orcamentaria.empenhado,soma das linhas de classificação para o mesmo ano/mês,orcamento.py,dinheiro (inferido pelo painel)
conferencia-classificacao-x-total,empenhado_diferenca,derivada,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,conferencia-classificacao-x-total.empenhado_total_publicado; conferencia-classificacao-x-total.empenhado_classificacao_somada,diferença entre o total publicado e a classificação somada; vazia quando só uma das duas superfícies declara o mês,orcamento.py,dinheiro (inferido pelo painel)
conferencia-classificacao-x-total,liquidado_total_publicado,derivada,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,despesa-por-estagio-e-mes.liquidado,leitura do total que a Casa publica em despesa-por-estagio-e-mes,orcamento.py,dinheiro (inferido pelo painel)
conferencia-classificacao-x-total,liquidado_classificacao_somada,derivada,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,despesa-por-classificacao-orcamentaria.liquidado,soma das linhas de classificação para o mesmo ano/mês,orcamento.py,dinheiro (inferido pelo painel)
conferencia-classificacao-x-total,liquidado_diferenca,derivada,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,conferencia-classificacao-x-total.liquidado_total_publicado; conferencia-classificacao-x-total.liquidado_classificacao_somada,diferença entre o total publicado e a classificação somada; vazia quando só uma das duas superfícies declara o mês,orcamento.py,dinheiro (inferido pelo painel)
conferencia-classificacao-x-total,pago_total_publicado,derivada,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,despesa-por-estagio-e-mes.pago,leitura do total que a Casa publica em despesa-por-estagio-e-mes,orcamento.py,dinheiro (inferido pelo painel)
conferencia-classificacao-x-total,pago_classificacao_somada,derivada,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,despesa-por-classificacao-orcamentaria.pago,soma das linhas de classificação para o mesmo ano/mês,orcamento.py,dinheiro (inferido pelo painel)
conferencia-classificacao-x-total,pago_diferenca,derivada,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,conferencia-classificacao-x-total.pago_total_publicado; conferencia-classificacao-x-total.pago_classificacao_somada,diferença entre o total publicado e a classificação somada; vazia quando só uma das duas superfícies declara o mês,orcamento.py,dinheiro (inferido pelo painel)
conferencia-classificacao-x-total,superficies_que_declaram_o_mes,derivada,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,despesa-por-classificacao-orcamentaria.ano; despesa-por-estagio-e-mes.ano,"conta quantas das duas superfícies (classificação somada, total publicado) têm linha para aquele mês",orcamento.py,contagem (inferido pelo painel)
conferencia-classificacao-x-total,as_of,derivada,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,despesa-por-estagio-e-mes.as_of,"as_of do lado do total publicado (despesa-por-estagio-e-mes) apenas, nunca da classificação somada deste módulo",orcamento.py,texto (inferido pelo painel)
conferencia-contratacao-x-pagamento,cnpj,derivada,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,contratos-vigentes.cnpj; empresas-sancionadas.cnpj,CNPJ agregador desta conferência: todo CNPJ que aparece na tabela de contratos vigentes ou na de empresas sancionadas,contratacao.py,chave (inferido pelo painel)
conferencia-contratacao-x-pagamento,empresa,derivada,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,contratos-vigentes.empresa; empresas-sancionadas.empresa,"todas as grafias do nome da empresa para este CNPJ, juntadas com ' | '",contratacao.py,texto (inferido pelo painel)
conferencia-contratacao-x-pagamento,contratos,derivada,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,conferencia-contratacao-x-pagamento.cnpj; contratos-vigentes.cnpj,contagem de contratos vigentes deste CNPJ,contratacao.py,contagem (inferido pelo painel)
conferencia-contratacao-x-pagamento,valor_contratado,derivada,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,conferencia-contratacao-x-pagamento.cnpj; contratos-vigentes.cnpj; contratos-vigentes.valor,soma do valor dos contratos deste CNPJ; vazia quando não há contrato,contratacao.py,dinheiro (inferido pelo painel)
conferencia-contratacao-x-pagamento,sancionada,derivada,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,conferencia-contratacao-x-pagamento.cnpj; empresas-sancionadas.cnpj,sim quando este CNPJ aparece na tabela de empresas sancionadas,contratacao.py,texto (inferido pelo painel)
conferencia-contratacao-x-pagamento,ordens_bancarias,derivada,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,conferencia-contratacao-x-pagamento.cnpj; pagamentos-em-ordem-cronologica.cnpj_credor,contagem de ordens bancárias da tabela de pagamentos em ordem cronológica (OS-062) casadas por CNPJ,contratacao.py,contagem (inferido pelo painel)
conferencia-contratacao-x-pagamento,valor_recebido,derivada,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,conferencia-contratacao-x-pagamento.cnpj; pagamentos-em-ordem-cronologica.cnpj_credor; pagamentos-em-ordem-cronologica.valor,soma do valor pago casada por CNPJ; vazia quando não há ordem bancária,contratacao.py,dinheiro (inferido pelo painel)
conferencia-contratacao-x-pagamento,tambem_fornece_a_gabinete,derivada,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,conferencia-contratacao-x-pagamento.cnpj; verba-indenizatoria-por-comprovante.cnpj_fornecedor,sim quando este CNPJ também recebeu comprovante de verba indenizatória de gabinete (OS-060),contratacao.py,texto (inferido pelo painel)
conferencia-contratacao-x-pagamento,valor_recebido_de_gabinete,derivada,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,conferencia-contratacao-x-pagamento.cnpj; verba-indenizatoria-por-comprovante.cnpj_fornecedor; verba-indenizatoria-por-comprovante.valor_brl,soma do valor recebido de gabinete para este CNPJ; vazia quando não há comprovante,contratacao.py,dinheiro (inferido pelo painel)
conferencia-contratacao-x-pagamento,as_of,derivada,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,contratos-vigentes.as_of,"carimbo mais recente da tabela de contratos vigentes, da qual esta conferência deriva o universo de CNPJs",contratacao.py,texto (inferido pelo painel)
conferencia-da-cadeia-da-despesa,ano,derivada,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,repasse-duodecimo-por-mes.ano; despesa-por-estagio-e-mes.ano; empenhos-detalhados.ano; pagamentos-em-ordem-cronologica.ano,ano agregador desta conferência: união dos anos publicados nas quatro tabelas de despesa,despesa.py,contagem (inferido pelo painel)
conferencia-da-cadeia-da-despesa,repasse_recebido,derivada,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,conferencia-da-cadeia-da-despesa.ano; repasse-duodecimo-por-mes.ano; repasse-duodecimo-por-mes.total_recebido,soma do total recebido do duodécimo no ano,despesa.py,texto (inferido pelo painel)
conferencia-da-cadeia-da-despesa,empenhado,derivada,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,conferencia-da-cadeia-da-despesa.ano; despesa-por-estagio-e-mes.ano; despesa-por-estagio-e-mes.empenhado,"soma do empenhado no ano, agregando os meses e unidades orçamentárias",despesa.py,dinheiro (inferido pelo painel)
conferencia-da-cadeia-da-despesa,liquidado,derivada,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,conferencia-da-cadeia-da-despesa.ano; despesa-por-estagio-e-mes.ano; despesa-por-estagio-e-mes.liquidado,soma do liquidado no ano,despesa.py,dinheiro (inferido pelo painel)
conferencia-da-cadeia-da-despesa,pago,derivada,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,conferencia-da-cadeia-da-despesa.ano; despesa-por-estagio-e-mes.ano; despesa-por-estagio-e-mes.pago,soma do pago no ano,despesa.py,dinheiro (inferido pelo painel)
conferencia-da-cadeia-da-despesa,notas_de_empenho,derivada,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,conferencia-da-cadeia-da-despesa.ano; empenhos-detalhados.ano,contagem de notas de empenho publicadas no ano,despesa.py,contagem (inferido pelo painel)
conferencia-da-cadeia-da-despesa,soma_das_notas_de_empenho,derivada,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,conferencia-da-cadeia-da-despesa.ano; empenhos-detalhados.ano; empenhos-detalhados.valor_total,soma do valor total das notas de empenho do ano,despesa.py,dinheiro (inferido pelo painel)
conferencia-da-cadeia-da-despesa,ordens_bancarias,derivada,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,conferencia-da-cadeia-da-despesa.ano; pagamentos-em-ordem-cronologica.ano,contagem de ordens bancárias do ano,despesa.py,contagem (inferido pelo painel)
conferencia-da-cadeia-da-despesa,soma_das_ordens_bancarias,derivada,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,conferencia-da-cadeia-da-despesa.ano; pagamentos-em-ordem-cronologica.ano; pagamentos-em-ordem-cronologica.valor,soma do valor das ordens bancárias do ano,despesa.py,dinheiro (inferido pelo painel)
conferencia-da-cadeia-da-despesa,comprovantes_de_verba_indenizatoria,derivada,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,conferencia-da-cadeia-da-despesa.ano; verba-indenizatoria-por-comprovante.ano,contagem de comprovantes de verba indenizatória do ano (OS-060),despesa.py,contagem (inferido pelo painel)
conferencia-da-cadeia-da-despesa,soma_dos_comprovantes_de_verba,derivada,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,n/d,conferencia-da-cadeia-da-despesa.ano; verba-indenizatoria-por-comprovante.ano; verba-indenizatoria-por-comprovante.valor_brl,soma do valor dos comprovantes de verba indenizatória do ano,despesa.py,dinheiro (inferido pelo painel)
