ano,tipoProposicao,numero,ementa,verdict_ccj,clausula,aprovacao_verdict,contradiz_parecer,documento_id
2023,Projeto de Lei,174,INSTITUI A REALIZAÇÃO DA “SEMANA DE VALORIZAÇÃO DE MULHERES QUE FIZERAM HISTÓRIA” NO ÂMBITO DAS ESCOLAS DE EDUCAÇÃO BÁSICA.,admissivel,"III - CONCLUSÕES Diante do exposto, somos pela ADMISSIBILIDADE do Projeto de Lei nº 174/2023, no âmbito da Comissão de Constituição e Justiça.",pendente,proposicao_pendente,305631
2023,Projeto de Lei,176,"Inclui, no Calendário Oficial de Eventos do Distrito Federal, o dia 15 de dezembro como o Dia da Mulher Advogada no âmbito do Distrito Federal.",admissivel,"Feitas essas ponderações, manifestamos voto pela ADMISSIBILIDADE do Projeto de Lei nº 176/2023, no âmbito da Comissão de Constituição e Justiça.",aprovada,nao,85250
2023,Projeto de Lei,181,"Institui o ""AGOSTO AZUL E VERMELHO""- mês de conscientização sobre a saúde vascular, no âmbito do Distrito Federal",admissivel,"Diante do exposto, manifestamos voto pela ADMISSIBILIDADE do Projeto de Lei nº 181/2023, no âmbito da Comissão de Constituição e Justiça, nos termos do SUBSTITUTIVO anexo.",aprovada,nao,89917
2023,Projeto de Lei,186,"Dispõe sobre a reserva de vagas para mulheres em situação de violência doméstica e familiar nos editais de licitação que visem a contratação de empresas para prestação de serviços continuados e terceirizados, no âmbito da Administração Pública Direta, Autárquica e Fundacional do Distrito Federal, em observância à Lei Federal nº 14.133/2021. 
",admissivel_com_ressalva,"Diante essas ponderações, manifestamos voto pela ADMISSIBILIDADE do Projeto de Lei nº 186/2023, no âmbito da CCJ, na forma do Substitutivo apresentado.",aprovada,ressalva_aprovada,68372
2023,Projeto de Lei,186,"Dispõe sobre a reserva de vagas para mulheres em situação de violência doméstica e familiar nos editais de licitação que visem a contratação de empresas para prestação de serviços continuados e terceirizados, no âmbito da Administração Pública Direta, Autárquica e Fundacional do Distrito Federal, em observância à Lei Federal nº 14.133/2021. 
",inadmissivel,"Assim, considerando o exposto, voto pela INADMISSIBILIDADE E REJEIÇÃO do Projeto de Lei nº 186/2023, no âmbito desta Comissão de Constituição e Justiça.",aprovada,sim,64097
2023,Projeto de Lei,190,"Dispõe sobre a destinação de abafadores de ruído ou protetores auriculares para as Pessoas Com Transtorno Espectro Autista – TEA que possuem hipersensibilidade auditiva, nos estabelecimentos que menciona, e dá outras providências.",admissivel_com_ressalva,"III - CONCLUSÃO Pelo exposto, manifestamos voto pela ADMISSIBILIDADE constitucional e jurídica do Projeto de Lei nº 190/2023, na forma do substitutivo em anexo.",pendente,proposicao_pendente,298201
2023,Projeto de Lei,193,"Altera a Lei n° 2.424/1999, que dispõe sobre a construção, o funcionamento, a utilização, a administração e a fiscalização dos cemitérios e a execução dos serviços funerários no Distrito Federal e dá outras providências.",admissivel,"III - CONCLUSÃO Diante do exposto, manifestamos voto pela ADMISSIBILIDADE do Projeto de Lei nº 193, de 2023, no âmbito desta Comissão de Constituição e Justiça",pendente,proposicao_pendente,82617
2023,Projeto de Lei,199,"
Institui e Inclui no calendário oficial de eventos do Distrito Federal o Dia Internacional da Juventude. 
",admissivel,"CONCLUSÃO Pelo exposto, votamos pela ADMISSIBILIDADE do Projeto de Lei nº 199/2023, no âmbito desta Comissão, com o acolhimento da emenda modificativa anexa.",pendente,proposicao_pendente,113907
2023,Projeto de Lei,202,"Dispõe sobre a implementação da transparência nas informações sobre os usuários beneficiários da gratuidade do transporte público coletivo do Distrito Federal, na forma que especifica.",admissivel_com_ressalva,"Diante do exposto, com fundamento no art. 37 da Carta Magna e no art. 19 da Lei Orgânica do Distrito Federal, nosso voto é pela ADMISSIBILIDADE do Projeto de Lei n.º 202/2023, na forma do substitutivo em anexo.",pendente,proposicao_pendente,127348
2023,Projeto de Lei,206,"Institui a Política de Inteligência Climática para Agricultura, no âmbito do Distrito Federal.",admissivel,"CONCLUSÃO Diante disso, manifestamos voto pela ADMISSIBILIDADE do Projeto de Lei nº 206/2023, no âmbito desta CCJ, com as emendas de redação e supressiva anexas.",pendente,proposicao_pendente,277578
2023,Projeto de Lei,209,"Introduz alterações na Lei nº 3.212, de 30 de outubro de 2003, que “Torna obrigatória a afixação de avisos nas portas externas dos elevadores instalados nas edificações públicas e particulares do Distrito Federal e dá outras providências. ”",admissivel_com_ressalva,"CONCLUSÃO Pelo exposto, votamos pela ADMISSIBILIDADE do Projeto de Lei nº 209/2023, no âmbito desta Comissão, na forma do Substitutivo deste Relator.",pendente,proposicao_pendente,113904
2023,Projeto de Lei,211,"Inclui, no Calendário Oficial de Eventos do Distrito Federal, o evento “Lazer Solidário do Gama”.",admissivel,"Pelo exposto, considerando serem esses os aspectos pertinentes à apreciação desta Comissão, nosso voto é pela ADMISSIBILIDADE do Projeto de Lei nº 211, de 2023.",pendente,proposicao_pendente,117618
2023,Projeto de Lei,226,"Institui o ""Março Azul Marinho""  mês de conscientização do câncer colorretal, no âmbito do Distrito Federal",admissivel,"Diante do exposto, manifestamos voto pela ADMISSIBILIDADE do Projeto de Lei nº 226/2023, no âmbito da Comissão de Constituição e Justiça, com o acolhimento da emenda modificativa anexa.",pendente,proposicao_pendente,108908
2023,Projeto de Lei,227,Institui o programa de valorização da escritora e do escritor brasilienses e de incentivo à difusão de suas obras literárias.,admissivel,"Com essas razões, o parecer é pela ADMISSIBILIDADE, acatada a Emenda nº 1, da CESC.",aprovada,nao,98833
2023,Projeto de Lei,229,Dispõe sobre os pontos de apoio para motofretistas e mototaxistas nas Regiões Administrativas do Distrito Federal.,admissivel,"Feitas essas considerações, somos pela ADMISSIBILIDADE do Projeto de Lei nº 229, de 2023, com uma emenda modificativa e uma emenda supressiva em anexo, no âmbito desta Comissão de Constituição e Justiça.",pendente,proposicao_pendente,97997
2023,Projeto de Lei,233,"Institui a semana de prevenção e diagnóstico do câncer infantil.
",admissivel_com_ressalva,"Ante o exposto, manifesta-se voto pela ADMISSIBILIDADE do Projeto de Lei nº 233/2023, na forma do Substitutivo anexo.",pendente,proposicao_pendente,97777
2023,Projeto de Lei,237,"Dispõe sobre o reajuste geral dos servidores ativos, aposentados e pensionistas da Administração direta, autárquica e fundacional do Distrito Federal.",admissivel,"do em vista que a proposição observa as exigências formais e materiais do ordenamento jurídico e favorece o desenvolvimento da atuação governamental, no âmbito desta COMISSÃO DE CONSTITUIÇÃO E JUSTIÇA, manifestamos voto pela ADMISSIBILIDADE do Projeto de Lei nº 237, de 2023, de autoria do Poder Executivo.",pendente,proposicao_pendente,66054
2023,Projeto de Lei,238,"Reajusta o valor dos cargos em comissão da Administração Direta, Autárquica e Fundacional do Distrito Federal e dá outras providências.
",admissivel,"do em vista que a proposição observa as exigências formais e materiais do ordenamento jurídico e favorece o desenvolvimento da atuação governamental, no âmbito desta COMISSÃO DE CONSTITUIÇÃO E JUSTIÇA, manifestamos voto pela ADMISSIBILIDADE do Projeto de Lei nº 238, de 2023, de autoria do Poder Executivo.",pendente,proposicao_pendente,66055
2023,Projeto de Lei,241,"Cria cargos comissionados nas estruturas administrativas das Administrações Regionais de Água Quente e de Arapoanga e da Secretaria de Estado de Justiça e Cidadania do Distrito Federal, e dá outras providências
",admissivel,"vista que a proposição observa todas as exigências formais e matérias do ordenamento jurídico e favorece o desenvolvimento da atuação governamental, no âmbito desta COMISSÃO DE CONSTITUIÇÃO E JUSTIÇA, manifestamos voto pela ADMISSIBILIDADE do Projeto de Lei nº 241, de 2023, do Poder Executivo.",pendente,proposicao_pendente,70099
2023,Projeto de Lei,247,Cria a Política Distrital de Residência Uni e Multiprofissional em Saúde.,inadmissivel,"III- CONCLUSÃO Pelo exposto, manifestamos voto pela INADMISSIBILIDADE constitucional do Projeto de Lei nº 247/2023 e do Substitutivo aprovado na CESC, restando prejudicada a análise dos demais aspectos pertinentes a esta Comissão.",pendente,proposicao_pendente,304959
2023,Projeto de Lei,260,Dá nova denominação ao Centro Cultural e Desportivo da Ceilândia.,admissivel,"constitucionais e legais, preenchendo, assim, os requisitos da juridicidade, legalidade, regimentalidade, técnica legislativa e redação, razão pela qual, com fundamento no art. 63, inciso I, do RICLDF, manifesta-se voto pela ADMISSIBILIDADE do PL nº 260/2023, no âmbito desta CCJ.",pendente,proposicao_pendente,123862
2023,Projeto de Lei,264,Institui e inclui no Calendário Oficial de Eventos do Distrito Federal a “Semana de conscientização da importância da Alma”.,admissivel,"Feitas essas ponderações, manifestamos voto pela ADMISSIBILIDADE do Projeto de Lei nº 264/2023, no âmbito da CCJ.",aprovada,nao,276371
2023,Projeto de Lei,268,Institui a Semana da Segurança Digital nas escolas do Distrito Federal. ,admissivel,"III - CONCLUSÃO Pelo exposto, nosso voto é pela ADMISSIBILIDADE do Projeto de Lei nº 268, de 2023, no âmbito da Comissão de Constituição e Justiça.",pendente,proposicao_pendente,323423
2023,Projeto de Lei,276,"Institui no Distrito Federal o Dia do DJ, a ser comemorado anualmente no dia 09 do mês de março.",admissivel_com_ressalva,"Diante do exposto, manifestamos voto pela ADMISSIBILIDADE do Projeto de Lei nº 276/2023, no âmbito da Comissão de Constituição e Justiça, na forma do substitutivo anexo.",pendente,proposicao_pendente,121264
2023,Projeto de Lei,277,"Altera a Lei nº 5.931, de 28 de julho de 2017, que “Dispõe sobre o ingresso do consumidor em salas de cinema e espaços de lazer e de entretenimento cultural ou esportivo que explorem serviços de alimentação em suas dependências, portando produtos alimentícios adquiridos fora desses estabelecimentos”.",admissivel,"III - CONCLUSÕES Nesse sentido, considerando que proposição se alinha à Carta da República, bem como à Lei Maior do Distrito Federal, e se mostra conveniente e oportuna, o nosso voto é pela admissibilidade do Projeto de Lei nº 277/2023, com a emenda de redação em anexo.",aprovada,nao,294407
2023,Projeto de Lei,279,Disciplina a prática e a fiscalização da pesca no Lago Paranoá.,admissivel_com_ressalva,"III – CONCLUSÃO Diante do exposto, no âmbito desta Comissão de Constituição e Justiça, manifestamos voto pela ADMISSIBILIDADE do Projeto de Lei nº 279, de 2023, na forma das emendas modificativas e supressiva anexas, e pela rejeição da Emenda Supressiva nº 1, apresentada no âmbito da CDESCTMAT.",aprovada,ressalva_aprovada,103255
2023,Projeto de Lei,281,"Institui a Política de Mobilidade a Pé para o Distrito Federal, e cria o Comitê Técnico da Mobilidade a Pé e dá outras providências. ",admissivel,"Feitas essas considerações, somos pela ADMISSIBILIDADE do Projeto de Lei nº 281, de 2023, com uma emenda aditiva, uma emenda modificativa, uma emenda de redação e uma emenda supressiva em anexo, no âmbito desta Comissão de Constituição e Justiça.",aprovada,nao,107407
2023,Projeto de Lei,281,"Institui a Política de Mobilidade a Pé para o Distrito Federal, e cria o Comitê Técnico da Mobilidade a Pé e dá outras providências. ",admissivel,"Feitas essas considerações, somos pela ADMISSIBILIDADE do Projeto de Lei nº 281, de 2023, com uma emenda modificativa, uma emenda de redação, uma emenda substitutiva, uma emenda aditiva e uma emenda supressiva em anexo, no âmbito desta Comissão de Constituição e Justiça.",aprovada,nao,107138
2023,Projeto de Lei,284,Institui o dia do frentista e demais empregados em postos de serviços de combustíveis e derivados de petróleo do Distrito Federal.,admissivel_com_ressalva,"Diante do exposto, manifestamos voto pela ADMISSIBILIDADE do Projeto de Lei nº 284/2023, no âmbito da Comissão de Constituição e Justiça, na forma do Substitutivo anexo.",pendente,proposicao_pendente,112081
2023,Projeto de Lei,286,Dispõe sobre a entrada e permanência de animais domésticos nos estabelecimentos comerciais e alimentares do Distrito Federal e dá outras providências.,admissivel,"III - CONCLUSÕES Dessa maneira, no âmbito desta Comissão de Constituição e Justiça, manifestamos voto pela ADMISSIBILIDADE do Projeto de Lei nº 286, de 2023, nos termos do Substitutivo da Comissão de Defesa do Consumidor, com a Subemenda de Redação apresentada em anexo.",pendente,proposicao_pendente,301664
2023,Projeto de Lei,292,Institui a Campanha Escola Mais Segura no âmbito do Distrito Federal.,admissivel,"Voto, portanto, pela CONSTITUCIONALIDADE, JURIDICIDADE E BOA TÉCNICA LEGISLATIVA da presente proposição.",pendente,proposicao_pendente,284635
2023,Projeto de Lei,292,Institui a Campanha Escola Mais Segura no âmbito do Distrito Federal.,inadmissivel,"o, e de outro a Constituição Federal, a Lei Orgânica e as normas nacionais e distritais regentes do sistema de ensino público, sem embargo do elevado propósito do ilustre autor, resta-nos somente manifestar entendimento pela INADMISSIBILIDADE CONSTITUCIONAL E JURÍDICA do Projeto de Lei nº 292/2023.",pendente,proposicao_pendente,129421
2023,Projeto de Lei,294," 
Fica incluído no Calendário Oficial de Eventos do Distrito Federal o “80 Km Pedal na Serra”, e dá outras providências.
",admissivel,"Diante do exposto, manifestamos voto pela ADMISSIBILIDADE do Projeto de Lei nº 294/2023, no âmbito da Comissão de Constituição e Justiça, nos termos do Substitutivo anexo.",aprovada,nao,85094
2023,Projeto de Lei,296,"Altera a Lei nº 4.883, de 11 de julho de 2012, que dispõe sobre a política de turismo do Distrito Federal, para incluir o turismo religioso como modalidade de turismo na política de turismo do DF.  ",admissivel_com_ressalva,"iante do exposto, com fundamento nos arts. 24, inciso VII, 30, inciso I, 32, §1º, 180, e 217, todos da Constituição Federal, bem como nos arts. 71, 182, 183 e 254, todos da Lei Orgânica do Distrito Federal, nosso voto é pela ADMISSIBILIDADE do Projeto de Lei n.º 296/2023, na forma do substitutivo apresentado e aprovado na CDESCTMAT, com a subemenda em anexo.",aprovada,ressalva_aprovada,100994
2023,Projeto de Lei,301,"Altera a Lei nº 6.418, de 9 de dezembro de 2019, que estabelece a aplicação de multa administrativa pelo acionamento indevido dos serviços telefônicos de atendimento a emergência e combate a incêndios ou ocorrências policiais, e dá outras providências",admissivel_com_ressalva,"Pelo exposto, manifestamos voto pela ADMISSIBILIDADE constitucional e jurídica do Projeto de Lei n.º 301/2023, na forma do substitutivo em anexo.",pendente,proposicao_pendente,281507
2023,Projeto de Lei,302,Institui a Feira da Capital e dá outras providências.,inadmissivel,"Diante dessas ponderações, manifestamos voto pela INADMISSIBILIDADE do Projeto de Lei nº 302/2023, no âmbito da CCJ.",pendente,proposicao_pendente,116006
2023,Projeto de Lei,303,Dá nova denominação ao Restaurante Comunitário de Ceilândia.,admissivel,"constitucionais e legais, preenchendo, assim, os requisitos da juridicidade, legalidade, regimentalidade, técnica legislativa e redação, razão pela qual, com fundamento no art. 63, inciso I, do RICLDF, manifesta-se voto pela ADMISSIBILIDADE do PL nº 303/2023, no âmbito desta CCJ.",aprovada,nao,101192
2023,Projeto de Lei,305,Institui o Programa Reintegra e dá outras providências. ,admissivel_com_ressalva,"Diante do exposto, manifestamos voto pela admissibilidade do Projeto de Lei nº 305/2023, na forma do substitutivo anexo.",pendente,proposicao_pendente,129393
2023,Projeto de Lei,311,Institui  “Semana Distrital de Promoção das Culturas Indígenas nas Escolas” a ser realizada anualmente no mês de abril. ,admissivel,"Diante do exposto, manifestamos voto pela ADMISSIBILIDADE do Projeto de Lei nº 311/2023, no âmbito da Comissão de Constituição e Justiça.",pendente,proposicao_pendente,98190
2023,Projeto de Lei,316,Institui o Programa Distrital de Incentivo ao Videomonitoramento – PDIV.,admissivel_com_ressalva,"III - CONCLUSÕES Por todo o exposto, manifesta-se voto pela ADMISSIBILIDADE do Projeto de Lei n.º 316/2023, na forma do substitutivo anexo.",pendente,proposicao_pendente,292241
2023,Projeto de Lei,316,Institui o Programa Distrital de Incentivo ao Videomonitoramento – PDIV.,inadmissivel,"III - CONCLUSÃO Por todo o exposto, manifesta-se voto pela INADMISSIBILIDADE do Projeto de Lei n.º 316/2023.",pendente,proposicao_pendente,291768
2023,Projeto de Lei,317,"Inclui no calendário oficial de eventos do Distrito Federal a Peregrinação Franciscana, a ser realizada no mês de abril pela comunidade religiosa da Basílica Santuário São Francisco de Assis.",admissivel,"Diante do exposto, manifestamos voto pela ADMISSIBILIDADE do Projeto de Lei nº 317/2023, no âmbito da Comissão de Constituição e Justiça.",pendente,proposicao_pendente,128910
2023,Projeto de Lei,330,Institui e inclui no Calendário Oficial de Eventos do Distrito Federal a Semana de conscientização e atenção as Doenças Inflamatórias Intestinais e da outras providências.,admissivel_com_ressalva,"Diante do exposto, manifestamos voto pela ADMISSIBILIDADE do Projeto de Lei nº 330/2023, no âmbito da Comissão de Constituição e Justiça, na forma do Substitutivo.",pendente,proposicao_pendente,99086
2023,Projeto de Lei,331,"
Dispõe sobre a criação da Política Distrital de Promoção da Cultura pelo fim da violência em ambiente escolar nas Instituições de Ensino Públicas e Privadas do Distrito Federal e dá outras providências.

",admissivel,"III - CONCLUSÃO Diante de todo o exposto, manifestamo-nos pela admissibilidade do Projeto de Lei nº 331/23, no âmbito da CCJ com a Emenda Supressiva em anexo.",pendente,proposicao_pendente,324145
2023,Projeto de Lei,332,"Altera o art. 27 da Lei  4.949 de  15 de outubro de 2012 que Estabelece normas gerais para realização de concurso público pela administração direta, autárquica e fundacional do Distrito Federal.",admissivel,"exposto, com fundamento nos arts. 25, § 1º; 24, XII e XV; e 6º, caput, todos da Constituição Federal e arts. 14; 17, X e XIII; 217, parágrafo único; e 267, caput, todos da Lei Orgânica do Distrito Federal, nosso voto é pela ADMISSIBILIDADEconstitucional e jurídica do Projeto de Lei n.º 332/2023.",pendente,proposicao_pendente,291864
2023,Projeto de Lei,338,"Institui o Dia do Pregador e da Pregadora do Evangelho, a ser comemorado anualmente no dia 10 de março. ",admissivel,"Diante do exposto, manifestamos voto pela ADMISSIBILIDADE do Projeto de Lei nº 338/2023, no âmbito da Comissão de Constituição e Justiça, nos termos do Substitutivo anexo.",aprovada,nao,114291
2023,Projeto de Lei,339,"Institui a Política Distrital de Segurança das Escolas Públicas. 
",admissivel_com_ressalva,"Diante do exposto, tendo em vista que a proposição observa todas as exigências formais e matérias do ordenamento jurídico, no âmbito desta COMISSÃO DE CONSTITUIÇÃO E JUSTIÇA, manifestamos voto pela ADMISSIBILIDADE do Projeto de Lei nº 339/2023, em tramitação conjunta com o Projeto de Lei nº 938/2024, do Poder Executivo na forma da Emenda Substitutiva nº 1.",pendente,proposicao_pendente,129773
2023,Projeto de Lei,344,"Institui o Sistema Distrital de Informações da Primeira Infância (SiDIPI) e cria o relatório Orçamento da Primeira Infância (OPI), como instrumento de controle social e fiscalização do orçamento público na área da Primeira Infância. 
",admissivel_com_ressalva,"e Lei, tendo em vista que a abrangência territorial das informações a serem prestadas, que deve corresponder apenas ao Distrito Federal, razão pela qual, com fundamento no art. 63, inciso I, do RICLDF, manifesta-se voto pela ADMISSIBILIDADE do PL nº 344/2023, no âmbito desta CCJ, na forma da Emenda anexa.",aprovada,ressalva_aprovada,101780
2023,Projeto de Lei,350,"Acrescenta o artigo 8-A à Lei Distrital nº 7.155, de  10 de junho de  2022, para destinar o valor de 5% da arrecadação de cada sorteio do serviço público de loteria do Distrito Federal para financiar programas de combate à violência contra a mulher no âmbito do Distrito Federal.",inadmissivel,"Por todo o exposto, nosso voto é pela INADMISSIBILIDADE do Projeto de Lei n.º 350, de 2023, haja vista a ocorrência de inconstitucionalidade formal, nos termos do art. 149 da Lei Orgânica do Distrito Federal.",pendente,proposicao_pendente,103983
2023,Projeto de Lei,351,"Institui e inclui no Calendário Oficial de Eventos do Distrito Federal o Dia do Churrasqueiro e do Parrilero.
",admissivel,"Diante do exposto, manifestamos voto pela ADMISSIBILIDADE do Projeto de Lei nº 351/2023, no âmbito da Comissão de Constituição e Justiça, com o acolhimento da emenda modificativa anexa.",pendente,proposicao_pendente,276372
2023,Projeto de Lei,359,"Inclui, no Calendário Oficial de Eventos do Distrito Federal, o dia 17 de agosto como o Dia da Mulher Empresária no âmbito do Distrito Federal.",admissivel,"Diante do exposto, manifestamos voto pela ADMISSIBILIDADE do Projeto de Lei nº 359 de 2023, no âmbito da Comissão de Constituição e Justiça.",pendente,proposicao_pendente,123400
2023,Projeto de Lei,36,"Institui a Política Distrital do Hidrogênio Verde e dá outras providências. 
",admissivel,", com fundamento nos arts. 23, inciso VI, 24, inciso VI, e 225, todos da Constituição Federal, bem como nos arts. 17, inciso VI, 71, 279, incisos VI e XVII, e 288, todos da Lei Orgânica do Distrito Federal, nosso voto é pela ADMISSIBILIDADE do Projeto de Lei n.º 36, de 2023, com a emenda aditiva anexa.",aprovada,nao,104034
2023,Projeto de Lei,360,Dispõe sobre o reconhecimento da profissão de instrutor de artes marciais no Distrito Federal.,inadmissivel,".n.) Sendo assim, em face da inconstitucionalidade por usurpação da competência legislativa privativa da União para legislar sobre direito do trabalho e sobre condições para o exercício de profissões, só nos resta votar pela INADMISSIBILIDADE CONSTITUCIONAL E JURÍDICA do Projeto de Lei nº 360/2023, com fundamento no art. 22, incisos I e XVI, e parágrafo único, da Constituição Federal.",pendente,proposicao_pendente,111015
2023,Projeto de Lei,362,Cria o Fundo Distrital de Transporte Público e Mobilidade Urbana — FDTPMU.,inadmissivel,"Diante do exposto, com fundamento nos arts. 71, § 1º, inciso IV, 100, inciso X, 149, inciso III, e art. 151, § 4º, todos da Lei Orgânica do Distrito Federal, nosso voto é pela INADMISSIBILIDADE do Projeto de Lei n.º 362, de 2023.",aprovada,sim,107121
2023,Projeto de Lei,369,Institui as diretrizes para a Política Distrital de Atenção Integral às Imunodeficiências Primárias.,admissivel,"III - CONCLUSÃO Por esses motivos, com fundamento nos arts. 22, I; 24, XII e XIV; e 196 da Constituição Federal e nos arts. 71 e 204 da Lei Orgânica do Distrito Federal, nosso voto é pela ADMISSIBILIDADE do Projeto de Lei nº 369/2023.",pendente,proposicao_pendente,300412
2023,Projeto de Lei,372,"Institui o Estatuto de Defesa dos Usuários dos Órgãos de Trânsito do Distrito Federal. 


",admissivel,"elecidos pela Lei Complementar nº 13/1995. III - CONCLUSÕES Nesse sentido, considerando que proposição se alinha à Carta da República e à Lei Maior do Distrito Federal, e se mostra conveniente e oportuna, o nosso voto é pela ADMISSIBILIDADE do Projeto de Lei nº 372/2023.",pendente,proposicao_pendente,288763
2023,Projeto de Lei,376,"Institui e inclui no Calendário Oficial de Eventos do Distrito Federal o Festival de Cervejas Artesanais de Brasília - Artesanal Beer Festival Brasília, realizado no mês de setembro na Região Administrativa VI - Planaltina.",admissivel,"Diante do exposto, manifestamos voto pela ADMISSIBILIDADE do Projeto de Lei nº 376/2023, no âmbito da Comissão de Constituição e Justiça.",pendente,proposicao_pendente,112076
2023,Projeto de Lei,377,Institui e inclui no Calendário Oficial de Eventos do Distrito Federal a “Caminhada da Memória”.,admissivel,"Diante do exposto, manifestamos voto pela ADMISSIBILIDADE do Projeto de Lei nº 377/2023, no âmbito da Comissão de Constituição e Justiça, com o acolhimento da emenda modificativa anexa.",pendente,proposicao_pendente,108906
2023,Projeto de Lei,383,"Altera a Lei nº 1.355 de 30 de dezembro de 1996, que dispõe sobre o regime de substituição tributária relativo ao Imposto sobre Serviços - ISS e dá outras providências.",admissivel,"Por todo o exposto, vota-se, no âmbito da CCJ, pela admissibilidade do PL nº 383/2023, nos termos do art. 63, I, do RICLDF.",aprovada,nao,93205
2023,Projeto de Lei,388,Institui o Código de Direitos e Bem-Estar Animal do Distrito Federal.,admissivel_com_ressalva,"III - CONCLUSÃO Diante do exposto, no âmbito desta Comissão de Constituição e Justiça, votamos pela ADMISSIBILIDADE do Projeto de Lei nº 388, de 2023, e de seu substitutivo (CDESCTMAT), na forma da subemenda substitutiva anexa.",aprovada,ressalva_aprovada,314788
2023,Projeto de Lei,391,Obriga as concessionárias de telefonia fixa e móvel a cancelarem multa contratual de fidelidade na forma que menciona.,admissivel,"ROSA WEBER, Tribunal Pleno, julgado em 11/04/2019, PROCESSO ELETRÔNICO DJe-092 DIVULG 03-05-2019 PUBLIC 06-05-2019)” III - CONCLUSÕES Diante de todo o exposto, manifestamo-nos pela admissibilidade do Projeto de Lei nº 391/2023, no âmbito da CCJ.",pendente,proposicao_pendente,305010
2023,Projeto de Lei,393,"Altera a Lei nº 3.299, de 19 de janeiro de 2004, para instituir a “Semana Escolar de Combate à Violência contra a Mulher”.",admissivel_com_ressalva,"Diante do exposto, manifestamos voto pela ADMISSIBILIDADE do Projeto de Lei nº 393/2023, no âmbito da Comissão de Constituição e Justiça, na forma do substitutivo aprovado pela Comissão de Defesa dos Direitos Humanos, Cidadania, Ética e Decoro Parlamentar e com o acolhimento da emenda supressiva anexa.",pendente,proposicao_pendente,115803
2023,Projeto de Lei,397,"Altera a Lei nº 4.738, de 29 de dezembro de 2011, que “Dispõe sobre a realização do Carnaval do Distrito Federal e dá outras providências”, para dispor sobre participação da sociedade civil nas definições, planejamento e execução do carnaval do Distrito Federal.",admissivel,"Em vista do exposto, com fundamento nos arts. 24, VII e IX, 30, I e 32, § 1º, 37, §3º e 193 da CF/88, bem como nos arts. 17, VII e IX, 19 e 71, I da Lei Orgânica do Distrito Federal, nosso voto é pela ADMISSIBILIDADE do Projeto de Lei nº 397/2023.",pendente,proposicao_pendente,98877
2023,Projeto de Lei,398,Estabelece diretrizes para a garantia do direito humano à alimentação adequada das pessoas privadas de liberdade no âmbito do Distrito Federal.,admissivel,"III - CONCLUSÃO Diante de todo o exposto, manifestamo-nos pela admissibilidade do Projeto de Lei nº 398/23, no âmbito da CCJ com as emendas aprovadas na CDDHCLP e a Emenda Modificativa em anexo.",pendente,proposicao_pendente,326408
2023,Projeto de Lei,4,"Dispõe sobre a autenticação de copias de documentos por advogados, em processos administrativos, no âmbito da Administração Pública, direta e indireta, do Distrito Federal.",admissivel,"Por todo o exposto, nosso voto é pela ADMISSIBILIDADE do Projeto de Lei nº 4, de 2023.",pendente,proposicao_pendente,64381
2023,Projeto de Lei,40,Dispõe sobre a implementação do diploma digital no âmbito do distrito federal e dá outras providências.,admissivel_com_ressalva,"III - CONCLUSÃO Assim, com fundamento no art. 63, inciso I, do RICLDF, manifesta-se voto pela ADMISSIBILIDADE do PL nº 40/2023 na forma da Emenda n.1 (Substitutivo) aprovado no âmbito da CESC.",pendente,proposicao_pendente,121059
2023,Projeto de Lei,401,"Altera a Lei nº 5.080, de 11 de março de 2013, que “Inclui, no calendário oficial de eventos e no calendário escolar do Distrito Federal, o Dia do Patrimônio Cultural e institui as Jornadas de Brasília Patrimônio Cultural da Humanidade”.",admissivel_com_ressalva,"É nítido assim que a proposição atende aos constitucionalidade, juridicidade, legalidade, regimentalidade, técnica legislativa e redação, motivo pelo que somos pela ADMISSIBILIDADE da proposição, na forma da emenda apresentada nesta Comissão.",aprovada,ressalva_aprovada,98828
2023,Projeto de Lei,401,"Altera a Lei nº 5.080, de 11 de março de 2013, que “Inclui, no calendário oficial de eventos e no calendário escolar do Distrito Federal, o Dia do Patrimônio Cultural e institui as Jornadas de Brasília Patrimônio Cultural da Humanidade”.",admissivel_com_ressalva,"É nítido assim que a proposição atende aos constitucionalidade, juridicidade, legalidade, regimentalidade, técnica legislativa e redação, motivo pelo que somos pela ADMISSIBILIDADE da proposição, na forma do Substitutivo desta Comissão.",aprovada,ressalva_aprovada,99751
2023,Projeto de Lei,405,"Proíbe a promoção, a intermediação e/ou a facilitação do turismo sexual, por parte dos prestadores de serviços turísticos, no âmbito do Distrito Federal, e dá outras providências. ",admissivel_com_ressalva,"Diante do exposto, com fundamento nos arts. 30, I, 32, § 1° e 180 da Constituição Federal, bem como nos 182 e 183, VIII, da Lei Orgânica do Distrito Federal, nosso voto é pela ADMISSIBILIDADE do Projeto de Lei n.º 405/2023, na forma do substitutivo anexo.",aprovada,ressalva_aprovada,97518
